hotel_id,state,city,ratings,alcohol_availability,hotel_name,total_rooms,category,pricing,meals
507,Punjab,Jalandhar,4,Without Alcohol,Hotel Imperia Suites,18,3,94873,Lunch
508,Rajasthan,Jaipur,3,Without Alcohol,Hotel Le Grande ,19,3,93927,Dinner
509,Rajasthan,Jaipur,1.1,Without Alcohol,Mansingh Towers,53,3,98723,All meals
510,Rajasthan,Jaipur,2.3,Without Alcohol,RCL JAIPUR,103,3,98472,Breakfast
511,Tamil Nadu,Chennai ,2.4,Without Alcohol,BEVERLY,52,3,96823,Dinner
512,Tamil Nadu,Thanjavur,2.4,Without Alcohol,SANGAM HOTELS,57,3,98234,Lunch
513,Telangana,Hyderabad,3.1,Without Alcohol,BESTWESTERN ASHOKA,88,3,97834,All meals
514,Telangana,HYDERABAD,2.6,Without Alcohol,Minerva Grand   Kompally,42,3,98832,Breakfast
515,Telangana,Hyderabad,1.4,Without Alcohol,OHRIS BANJARA  A UNIT OF HOTEL KAMAL PVT LTD  ,24,3,98924,Dinner
516,Telangana,Hyderabad,4.9,Without Alcohol,Tara,126,3,98723,Lunch
517,Telangana,Hyderabad,1.9,Without Alcohol,VAISHNAOI HOTELS INDIA PVT LTD,41,3,96783,All meals
518,Uttar Pradesh,Ghaziabad,2.9,Without Alcohol,Fortune Inn Grazia,50,3,98973,Breakfast
519,Uttarakhand,Ramnagar,3.7,Without Alcohol,The Manor Kashipur  Unit of R R Hotels ,30,3,97942,Lunch
520,West Bengal,Asansol,3.5,Without Alcohol,HOTEL ASANSOL INTERNATIONAL,42,3,97923,Dinner
521,West Bengal,Bankura,3.1,Without Alcohol,HOTEL SAPTAPARNA,24,3,97284,All meals
522,West Bengal,Bishnupur,4.1,Without Alcohol,HOTEL ANNAPURNA,45,3,97823,Breakfast
523,West Bengal,Durgapur,3.1,Without Alcohol,The Peerless Inn Durgapur,108,3,95782,Dinner
524,West Bengal,Kolkata,4.6,Without Alcohol,ETHNOTEL   A UNIT OF RAHA HOSPITALITY PVT LTD ,41,3,96782,Lunch
525,West Bengal,Kolkata,1,Without Alcohol,GALLERY HOTELS AND RESORTS,34,3,98732,All meals
526,West Bengal,Kolkata,4.4,Without Alcohol,Hotel De Sovrani,55,3,98234,Breakfast
527,West Bengal,Kolkata,3.4,Without Alcohol,Hotel Walson,29,3,68821,Dinner
528,West Bengal,Kolkata,1.6,Without Alcohol,IBIS HOTEL   KOLKATA  A UNIT OF INTERGLOBE HOTELS PRIVATE LIMITED ,189,3,71823,Lunch
529,West Bengal,Kolkata,3.5,Without Alcohol,Jameson Inn Shiraz,40,3,69832,All meals
530,West Bengal,Kolkata,2.4,Without Alcohol,Kolkatta Hotels Ltd  Holiday Inn Express Airport Kolkata ,130,3,70932,Breakfast
531,West Bengal,Kolkata,4,Without Alcohol,Park Prime Kolkata  A unit of Chocolate Hotels Pvt  Ltd  ,62,3,67823,Dinner
532,West Bengal,Kolkata,3,Without Alcohol,REGENTA LARICA INN,45,3,72932,Lunch
533,West Bengal,Kolkata,1.1,Without Alcohol,SENS HOTELS PVT LTD   UNIT  BRAND  REGENTA ORKO S KOLKATA by Royal Orchid Hotels,69,3,69821,All meals
534,West Bengal,Kolkata,2.3,Without Alcohol,The Fern Residency Kolkata  a unit of Protect Vanijya Pvt  Ltd ,48,3,71832,Breakfast
535,West Bengal,Kolkata,2.4,Without Alcohol,The Golden Park,50,3,68823,Lunch
536,West Bengal,Kolkata,2.972461752,Without Alcohol,VICTORIA HOTEL,34,3,76683,Dinner
537,Andhra Pradesh,Kakinada,3,Without Alcohol,Grand Kakinada by GRT Hotels,83,3,82142,All meals
538,Andhra Pradesh,Vijayawada,5,With Alcohol,Quality Hotel D V Manor,119,3,83675,Breakfast
539,Andhra Pradesh,Visakhapatnam,4,With Alcohol,Fairfield By Marriott  A Unit Of KSR Developers Pvt Ltd ,121,3,87729,Dinner
540,Andhra Pradesh,Visakhapatnam,2.2,With Alcohol,FORTUNE INN SREEKANYA,68,3,95672,Lunch
541,Andhra Pradesh,Visakhapatnam,4.5,With Alcohol,HOTEL DASPALLA,125,3,87123,All meals
542,Andhra Pradesh,Visakhapatnam,5,With Alcohol,WelcomHotel Grand Bay,104,3,93485,Breakfast
543,Chhattisgarh,Bilaspur,2.2,With Alcohol,HOTEL EAST PARK,78,3,92746,Dinner
544,Chhattisgarh,Raipur ,4.4,With Alcohol,HOTEL GRAND IMPERIA  UNIT OF GRAND ARSH,30,3,86249,Lunch
545,Chhattisgarh,Raipur ,3.2,With Alcohol,Clarks Inn Suites,51,3,78835,All meals
546,Chhattisgarh,Raipur ,2,With Alcohol,HOTEL BABYLON INN PVT LTD,72,3,98723,Breakfast
547,Chhattisgarh,Raipur ,3.1,With Alcohol,HOTEL CELEBRATION,43,3,96324,Lunch
548,Chhattisgarh,Raipur ,0,With Alcohol,Hyatt Raipur  A Unit of Chartered Hotels Private Limited ,105,3,98823,Dinner
549,Chhattisgarh,Raipur ,2.972461752,With Alcohol,Sayaji Hotel Raipur,101,3,93482,All meals
550,Delhi,Delhi,2.972461752,With Alcohol,Crowne Plaza Mayur Vihar,159,3,95824,Breakfast
551,Delhi,Delhi,0,With Alcohol,HOLIDAYINN,265,3,87432,Dinner
552,Delhi,Delhi,2.972461752,With Alcohol,Hotel City Park,58,3,92137,Lunch
553,Delhi,Delhi,2.972461752,With Alcohol,Hotel Holiday Inn,192,3,96123,All meals
554,Delhi,New Delhi,4,With Alcohol,Crowne Plaza New Delhi Rohini,183,3,98523,Breakfast
555,Delhi,New Delhi,3,With Alcohol,CROWNE PLAZA NEW DELHI ROHINI,183,3,95823,Lunch
556,Delhi,New Delhi,1.1,With Alcohol,CROWNE PLAZA TODAY NEW DELHI OKHLA,208,3,93724,Dinner
557,Delhi,New Delhi,2.3,With Alcohol,EDENPARK HOTELS PVT LTD,30,3,98742,All meals
558,Delhi,New Delhi,2.4,With Alcohol,Hilton Garden Inn New Delhi  Saket,115,3,96742,Breakfast
559,Delhi,New Delhi,4.7,With Alcohol,PRIDE HOTEL LIMITED,378,3,97623,Dinner
560,DNH   DD,Silvassa ,4.1,With Alcohol,RAS RESORTS,97,3,98234,Lunch
561,Goa,Arpora,1.3,With Alcohol,Sun Village Resorts Pvt Ltd,135,3,99237,All meals
562,Goa,Mapusa,2.972461752,With Alcohol,Nanu Beach Resort And Spa,62,3,94123,Breakfast
563,Goa,Margao,2.972461752,With Alcohol,Nanu Resort,72,3,99123,Lunch
564,Goa,vasco da gama,2.972461752,With Alcohol,THE HQ ,50,3,93782,Dinner
565,Haryana,Faridabad,2.972461752,With Alcohol,ART AND CRAFT LALIT HOTEL,35,3,94873,All meals
566,Haryana,Gurgaon,1,With Alcohol,Best Western Resort Country Club  Prop Raghav Farms and Resorts Pvt Ltd ,117,3,93927,Breakfast
567,Haryana,Gurgaon,4.4,With Alcohol,CLARENS HOTEL,32,3,98723,Dinner
568,Haryana,Gurgaon,3.4,With Alcohol,CLARENS HOTEL,32,3,97923,Lunch
569,Haryana,Gurgaon,1.6,With Alcohol,Hilton Garden Inn ,201,3,97284,All meals
570,Haryana,Gurgaon,3.5,With Alcohol,HILTON GARDEN INN,201,3,97823,Breakfast
571,Haryana,Gurgaon,2.4,With Alcohol,Park Plaza Gurgaon,45,3,95782,Lunch
572,Haryana,Gurgaon,4,With Alcohol,Park Premier  A Unit of Punihani International ,94,3,96782,Dinner
573,Jharkhand,Dhanbad,3,With Alcohol,SONOTEL HOTELS RESORTS PRIVATE LTD ,56,3,98732,All meals
574,Karnataka,Bangalore,1.1,With Alcohol,ALOFT BENGALURU CESSNA BUSINESS PARK,191,3,98234,Breakfast
575,Karnataka,Bangalore,2.3,With Alcohol,Radisson Bengaluru City Center,81,3,68821,Dinner
576,Karnataka,Bangalore,2.4,With Alcohol,Royal Orchid Central ,129,3,71823,Lunch
577,Karnataka,Bangalore,2.972461752,With Alcohol,ST MARKS HOTEL PVT LTD,96,3,69832,All meals
578,Karnataka,Belgaum,2.972461752,With Alcohol,Fairfield by Marriott Belagavi,114,3,69832,Breakfast
579,Karnataka,Udupi,2.972461752,With Alcohol,COUNTRY INN AND SUITES BY RADISSON MANIPAL,54,3,70932,Dinner
580,Kerala,Adoor,2.972461752,With Alcohol,HOTEL NEW INDRAPRASTHA,20,3,67823,Lunch
581,Kerala,Adoor,3,With Alcohol,HOTEL WYTE PORTICO,19,3,72932,All meals
582,Kerala,Alappuzha,5,With Alcohol,ASWINI RESIDENCY,10,3,69821,Breakfast
583,Kerala,Alappuzha,4,With Alcohol,Hotel Coral Heights,20,3,71832,Lunch
584,Kerala,Alappuzha,2.2,With Alcohol,HOTEL MITHILA,10,3,68823,Dinner
585,Kerala,Alappuzha,4.5,With Alcohol,Karapuram Residency,14,3,76683,All meals
586,Kerala,Alappuzha,5,With Alcohol,SAUGANDHIKA RESIDENCY,19,3,82142,Breakfast
587,Kerala,Alappuzha,2.2,With Alcohol,SREELAKSHMI RESIDENCY,19,3,83675,Dinner
588,Kerala,Angamaly,4.4,With Alcohol,HOTEL SURYA TOWERS,36,3,87729,Lunch
589,Kerala,Calicut,3.2,With Alcohol,Westway Hotel   A Unit of Sams Property Developers and Hotels Pvt  Ltd  ,61,3,95672,All meals
590,Kerala,Chalakudy,2,With Alcohol,HOTEL SIDHARTHA  A UNIT OF DALE AND CARRINGTON INVESTMENT PVT LTD ,27,3,87123,Breakfast
591,Kerala,Chalakudy,2.972461752,With Alcohol,Kallely s Park Inn,13,3,93485,Dinner
592,Kerala,CHERAI,1,With Alcohol,Blue Waters Cherai ,25,3,92746,Lunch
593,Kerala,Cherthala,4.4,With Alcohol,HOTEL TRAVANCORE PALACE ,17,3,86249,All meals
594,Kerala,Ernakulam,3.4,With Alcohol,The Mercy Luxury Business Hotel,41,3,78835,Breakfast
595,Kerala,Ernakulam,1.6,With Alcohol,Abaam Hotel,27,3,78236,Lunch
596,Kerala,Ernakulam,3.5,With Alcohol,CRB COCHIN PALACE,16,3,81123,Dinner
597,Kerala,Ernakulam,2.4,With Alcohol,GRAND HOTEL,38,3,79832,All meals
598,Kerala,Ernakulam,4,With Alcohol,HOTEL CEE CEE TOWER,20,3,89357,Breakfast
599,Kerala,Ernakulam,3,With Alcohol,Hotel Cloud 9,18,3,76249,Dinner
600,Kerala,Ernakulam,1.1,With Alcohol,Hotel Crystal Plaza,12,3,88724,Lunch
601,Kerala,Ernakulam,2.3,With Alcohol,HOTEL HILL VIEW,33,3,70932,All meals
602,Kerala,Ernakulam,2.4,With Alcohol,HOTEL N M ROYALE COUNTY,27,4,67823,Breakfast
603,Kerala,Ernakulam,2.972461752,With Alcohol,Hotel Navarathna,16,4,72932,Dinner
604,Kerala,Ernakulam,2.972461752,With Alcohol,Hotel Park Residency,27,4,69821,Lunch
605,Kerala,Ernakulam,2.972461752,With Alcohol,HOTEL VKJ INTERNATIONAL,21,4,71832,All meals
606,Kerala,Ernakulam,2.972461752,With Alcohol,KABANI REGENCY,18,4,68823,Breakfast
607,Kerala,Ernakulam,4,With Alcohol,Lotus 8 A part hotels,58,4,76683,Lunch
608,Kerala,Ernakulam,3,With Alcohol,LOVEDONS GRAND,10,4,82142,Dinner
609,Kerala,Ernakulam,1.1,With Alcohol,LOVELAND RESIDENCY,10,4,83675,All meals
610,Kerala,Ernakulam,2.3,With Alcohol,PARAVOOR GALAXY HOTELS PRIVATE LIMITED ,22,4,87729,Breakfast
611,Kerala,Ernakulam,2.4,With Alcohol,PARAY RESIDENCY ,24,4,95672,Dinner
612,Kerala,Ernakulam,4.7,With Alcohol,POLAKULATH KARTHIKA REGENCY ,10,4,87123,Lunch
613,Kerala,Ernakulam,4.1,With Alcohol,The Killians Boutique Hotel,21,4,93485,All meals
614,Kerala,Ernakulam,1.3,With Alcohol,The Renai Cochin  Formerly Known as Renaissance Cochin  ,48,4,92746,Breakfast
615,Kerala,Ernakulam,1,With Alcohol,tHE VILLAGE INN,11,4,86249,Dinner
616,Kerala,Ernakulam,4.4,With Alcohol,VKG Group Holiday Hotel,19,4,78835,Lunch
617,Kerala,Guruvayoor,3.4,With Alcohol,Polakulaths Sree Krishna Regency ,34,4,98723,All meals
618,Kerala,Idduki,1.6,With Alcohol,SPICE VILLAGE,52,4,96324,Breakfast
619,Kerala,Idukki,3.5,With Alcohol,Alanta Residency ,17,4,98823,Lunch
620,Kerala,Idukki,2.4,With Alcohol,HOTEL JOANCE REGENCY,13,4,93482,Dinner
621,Kerala,Idukki,4,With Alcohol,HOTEL KUMILY GATE,16,4,95824,All meals
622,Kerala,Idukki,3,With Alcohol,MATHA REGENCY  A UNIT OF MATHA TOURIST HOME ,19,4,87432,Breakfast
623,Kerala,Kannur,1.1,With Alcohol,BROAD BEAN  KANNUR,17,4,68821,Dinner
624,Kerala,Kannur,2.3,With Alcohol,Hotel Samrat,27,4,71823,Lunch
625,Kerala,Kannur,2.4,With Alcohol,J K Residency,19,4,69832,All meals
626,Kerala,Kasaragod,3.1,With Alcohol,HOTEL HIGHWAY CASTLE,17,4,70932,Breakfast
627,Kerala,Kasaragod,2.1,With Alcohol,J K Residency,19,4,67823,Lunch
628,Kerala,KASARGOD,4.6,With Alcohol,SREE GOKULAM NALANDA RESORTS  A UNIT OF SREE GOKULAM HOTELS INDIA PVT   LTD ,20,4,72932,Dinner
629,Kerala,Kochi,2.7,With Alcohol,Broad Bean Hotel,47,4,69821,All meals
630,Kerala,Kochi,1.4,With Alcohol,Elite Tourist Home,22,4,71832,Breakfast
631,Kerala,Kochi,1.1,With Alcohol,THE AVENUE REGENT,54,4,68823,Dinner
632,Kerala,Kochi,4,With Alcohol,Yuvarani Residency,38,4,76683,Lunch
633,Kerala,Kodungallur,3,With Alcohol,Hotel Park Residency,11,4,82142,All meals
634,Kerala,Kollam,1.1,With Alcohol,All Season Backwater Resort,19,4,83675,Breakfast
635,Kerala,Kollam,2.3,With Alcohol,HARISREE RESIDENCY,16,4,87729,Dinner
636,Kerala,Kollam,2.4,With Alcohol,Hotel Ambalakkara Regency,16,4,95672,Lunch
637,Kerala,Kollam,4.7,With Alcohol,Hotel Hillway,10,4,87123,All meals
638,Kerala,Kollam,4.1,With Alcohol,HOTEL KAVERY ,11,4,93485,Breakfast
639,Kerala,Kollam,1.3,With Alcohol,HOTEL LEKSHMI,11,4,92746,Lunch
640,Kerala,Kollam,2,With Alcohol,HOTEL NILA PALACE ,19,4,86249,Dinner
641,Kerala,Kollam,1,With Alcohol,HOTEL PANACEA VENTURES ,22,4,78835,All meals
642,Kerala,Kollam,4.4,With Alcohol,HOTEL RAJ REGENCY,22,4,98723,Breakfast
643,Kerala,Kollam,3.4,With Alcohol,Hotel Raj Residency,22,4,96324,Dinner
644,Kerala,Kollam,1.6,With Alcohol,HOTEL REGANT LAKE PALACE ,26,4,98823,Lunch
645,Kerala,Kollam,3.5,With Alcohol,HOTEL SAMUDRA,11,4,93482,All meals
646,Kerala,Kollam,2.4,With Alcohol,HOTEL SHILPA REGENCY  A UNIT OF SILPA HOSPITALITY PVT  LTD  ,12,4,95824,Breakfast
647,Kerala,Kollam,4,With Alcohol,KAVERI INTERNATIONAL,14,4,87432,Lunch
648,Kerala,Kollam,3,With Alcohol,Madathil Regency,21,4,92137,Dinner
649,Kerala,Kollam,1.1,With Alcohol,ROYALKALLADA RESIDENCY,20,4,96123,All meals
650,Kerala,Kottayam,2.3,With Alcohol,Emerald Regency,22,4,98523,Breakfast
651,Kerala,Kottayam,2.4,With Alcohol,Hotel Arcadia,37,4,95823,Dinner
652,Kerala,Kottayam,2.1,With Alcohol,HOTEL SANYO,10,4,93724,Lunch
653,Kerala,Kottayam,1.4,With Alcohol,Hotel Sears Private Limited,11,4,98742,All meals
654,Kerala,Kottayam,2.4,With Alcohol,SAKTHI TOURIST HOME,23,4,96742,Breakfast
655,Kerala,Kottayam,1.1,With Alcohol,Windsor Castle,56,4,97623,Lunch
656,Kerala,Kottayam,2.4,With Alcohol,Zodiac Heritage,10,4,98234,Dinner
657,Kerala,Kumarakom,2.1,With Alcohol,Taj Kumarakom Resort and Spa,28,4,99237,All meals
658,Kerala,Malappuram,1.4,With Alcohol,HOTEL DEVALOKAM,12,4,94123,Breakfast
659,Kerala,Malappuram,2.4,With Alcohol,MALABAR HERITAGE  KMA Resorts Pvt Ltd ,18,4,99123,Dinner
660,Kerala,Malappuram,1.1,With Alcohol,NIRMALLYAM RESIDENCY HOTELS PRIVATE LIMITED,21,4,93782,Lunch
661,Kerala,Muvattupuzha,1,With Alcohol,Hotel Central Fort,10,4,94873,All meals
662,Kerala,Muvattupuzha,3,With Alcohol,HOTEL KABANI INTERNATIONAL,13,4,93927,Breakfast
663,Kerala,Muvattupuzha,5,With Alcohol,HOTEL NARENDRA CENTRAL,10,4,98723,Dinner
664,Kerala,Palai,4,With Alcohol,Armani Residency,12,4,82142,Lunch
665,Kerala,Palai,2.2,With Alcohol,MAREENA TOURIST HOME,11,4,83675,All meals
666,Kerala,Perumbavoor,4.5,With Alcohol,Aarya Palace,16,4,87729,Breakfast
667,Kerala,Perumbavoor,5,With Alcohol,JAIRAJ LODGE,10,4,95672,Lunch
668,Kerala,Thiruvananthapuram,2.2,With Alcohol,HOTEL CLASSIC AVENUE,60,4,87123,Dinner
669,Kerala,Thiruvananthapuram,4.4,With Alcohol,HOTEL DOUBLOON,29,4,93485,All meals
670,Kerala,Thiruvananthapuram,3.2,With Alcohol,Hotel Karthika Residency ,12,4,92746,Breakfast
671,Kerala,Thiruvananthapuram,2,With Alcohol,HOTEL LIBRA,22,4,86249,Dinner
672,Kerala,Thiruvananthapuram,1.1,With Alcohol,Hotel Maurya Rajadhani,39,4,78835,Lunch
673,Kerala,Thiruvananthapuram,2.1,With Alcohol,HOTEL NEW INDRAPRASTHA,22,4,78236,All meals
674,Kerala,Thiruvananthapuram,1.4,With Alcohol,HOTEL ROHINI INTERNATIONAL,11,4,81123,Breakfast
675,Kerala,Thiruvananthapuram,3.4,With Alcohol,HOTEL SAVITHRI,15,4,79832,Dinner
676,Kerala,Thiruvananthapuram,1.1,With Alcohol,HOTEL SOORYA,11,4,89357,Lunch
677,Kerala,Thiruvananthapuram,2.4,With Alcohol,HOTEL SREEPADMANABHA,18,4,76249,All meals
678,Kerala,Thiruvananthapuram,4,With Alcohol,SP GRAND DAYS,73,4,88724,Breakfast
679,Kerala,Thiruvananthapuram,3,With Alcohol,SREEVALSAM RESIDENCY ,17,4,54545,Lunch
680,Kerala,Thiruvananthapuram,1.1,With Alcohol,SURENDRA TRIDENT HOTEL,11,4,68821,Dinner
681,Kerala,Thiruvananthapuram,2.3,With Alcohol,THE RESIDENCY TOWER,48,4,71823,All meals
682,Kerala,Thiruvananthapuram,2.4,With Alcohol,VAKKOM PALAZZO,24,4,69832,Breakfast
683,Kerala,Thiruvananthapuram,4.7,With Alcohol,WINDSOR RAJADHANI,52,4,70932,Dinner
684,Kerala,Thrissur,4.1,With Alcohol,ATHIRAPPILLY RESIDENCY HOTELS INDIA PRIVATE LIMITED,20,4,67823,Lunch
685,Kerala,Thrissur,1.3,With Alcohol,Chand V Regency,17,4,72932,All meals
686,Kerala,Thrissur,1,With Alcohol,CHERUTHURUTHY ECO GARDENS,47,4,69821,Breakfast
687,Kerala,Thrissur,4.4,With Alcohol,Hotel Anupama Legacy,10,4,71832,Lunch
688,Kerala,Thrissur,3.4,With Alcohol,HOTEL LUCIYA PALACE,32,4,68823,Dinner
689,Kerala,Thrissur,1.6,With Alcohol,Mamatha Motels,11,4,76683,All meals
690,Kerala,Thrissur,3.5,With Alcohol,Niya Regency,20,4,82142,Breakfast
691,Kerala,Wayanad,2.4,With Alcohol,Hotel Manasasaras,12,4,83675,Dinner
692,Maharashtra,Mumbai,4,With Alcohol,Courtyard By Marriott Mumbai International Airport   Unit of Kanakia Hotels And Resorts Pvt Ltd    ,299,4,87729,Lunch
693,Maharashtra,Mumbai,3,With Alcohol,Fariyas Hotel Mumbai,93,4,95672,All meals
694,Maharashtra,Mumbai,1.1,With Alcohol,Hotel Kohinoor Continental,137,4,87123,Breakfast
695,Maharashtra,Mumbai,2.3,With Alcohol,HOTEL SAHIL PVT  LTD ,88,4,93485,Lunch
696,Maharashtra,Mumbai,2.4,With Alcohol,HOTEL TRANSIT PVT  LTD   T24 RESIDENCY ,55,4,92746,Dinner
697,Maharashtra,Mumbai,3,With Alcohol,Peninusla Grand Hotel,81,4,86249,All meals
698,Maharashtra,Mumbai,1.1,With Alcohol,Ramee Guestline Hotel,58,4,78835,Breakfast
699,Maharashtra,Mumbai,2.3,With Alcohol,Ramee Guestline Hotel,89,4,98723,Dinner
700,Maharashtra,Mumbai,2.4,With Alcohol,THE SHALIMAR HOTEL,60,4,96324,Lunch
701,Maharashtra,Mumbai,4.7,With Alcohol,Trident  Bandra Kurla,436,4,98823,All meals
702,Maharashtra,Nashik,4.1,With Alcohol,COURTYARD MARRIOTT,113,4,93482,Breakfast
703,Maharashtra,Navi Mumbai,1.3,With Alcohol,Apeejay Surrendra Park Hotels Limited,80,4,95824,Dinner
704,Maharashtra,Navi Mumbai,2.3,With Alcohol,Ramada Navi Mumbai Saikripa Foods Services Pvt Ltd,99,4,87432,Lunch
705,Odisha,Angul,2.4,With Alcohol,HOTEL SHAKTI CONTINENTAL,84,4,92137,All meals
706,Odisha,Bhubaneswar ,3,With Alcohol,Empires,58,4,96123,Breakfast
707,Odisha,Bhubaneswar ,1.1,With Alcohol,Pal Heights,74,4,98523,Dinner
708,Odisha,Bhubaneswar ,2.3,With Alcohol,The New Marrion,53,4,95823,Lunch
709,Punjab,Ludhiana,2.4,With Alcohol,THE PALM COURT ,41,4,93724,All meals
710,Rajasthan,Sawai Madhopur,4.7,With Alcohol,Sawai Vilas  A unit of The footprints ranthambhore ,60,4,98742,Breakfast
711,Tamil Nadu,chennai,4.1,With Alcohol,Hotel Courtyard By Marriott,242,4,96742,Dinner
712,Tamil Nadu,Chennai ,1.3,With Alcohol,EHOTEl,44,4,97623,Lunch
713,Tamil Nadu,Chennai ,1.2,With Alcohol,Gokulam Park Sabari,85,4,98234,All meals
714,Tamil Nadu,Chennai ,1.4,With Alcohol,MERCURE CHENNAI SRIPERUMBUDUR,93,4,99237,Breakfast
715,Tamil Nadu,Chennai ,1.6,With Alcohol,Novotel Chennai Chamiers Road,110,4,94123,Lunch
716,Tamil Nadu,Chennai ,1.4,With Alcohol,The Raintree  Anna Salai  A Unit of Ceebros Hotels Pvt  Ltd  ,230,4,99123,Dinner
717,Tamil Nadu,Kancheepuram,4,With Alcohol,REGENTA CENTRAL RS,120,4,93782,All meals
718,Tamil Nadu,Madurai,3,With Alcohol,COURTYARD BY MARRIOTT,82,4,94873,Breakfast
719,Tamil Nadu,Salem,1.1,With Alcohol,RADISSON SALEM  A unit of VETRIVEL EXPLOSIVES PRIVATE LIMITED HOTEL DIVISION ,127,4,98823,Dinner
720,Tamil Nadu,Trichy,2.3,With Alcohol,SRM HOTEL Pv Ltd ,110,4,93482,Lunch
721,Telangana,Gachibowli,2.4,With Alcohol,Duet India Hotels  Hyderabad  Private Limited,232,4,95824,All meals
722,Telangana,HYDERABAD,4.7,With Alcohol,Mercure Hyderabad KCP,128,4,87432,Breakfast
723,Telangana,Hyderabad,4.1,With Alcohol,Sitara,171,4,92137,Lunch
724,Telangana,Hyderabad,1.3,With Alcohol,The Golkonda Hotel,141,4,96123,Dinner
725,Uttar Pradesh,Lucknow ,1,With Alcohol,Fairfield By Marriott Hotel,222,4,98523,All meals
726,Uttar Pradesh,Lucknow ,4.4,With Alcohol,FAIRFIELD BY MARRIOTT LUCKNOW,222,4,95823,Breakfast
727,Uttar Pradesh,Noida,3.4,With Alcohol,FORTUNE INN GRAZIA  unit of ANGEL BABY PRODUCTS PVT  LTD ,42,4,93724,Dinner
728,Uttar Pradesh,Shahjahanpur,1.6,With Alcohol,THE GRAND ARC HOTEL  UNIT OF SHRI BALAJI HOSPITALITY ,61,4,98742,Lunch
729,Uttarakhand,Ramnagar,3.5,With Alcohol,Aahana The Corbett Wilderness  Unit of Corbett Nature Reserve ,46,4,96742,All meals
730,West Bengal,Baharampur,2.4,With Alcohol,FAME HOTELS PVT LTD,52,4,98823,Breakfast
731,West Bengal,Kolkata,4,With Alcohol,AAURIS UNIT OF MODERN INNS PRIVATE LIMITED,56,4,93482,Lunch
732,West Bengal,Kolkata,3,With Alcohol,ALTAIR A UNIT OF AMBUJA REALTY DEVELOPMENT LTD ,23,4,95824,Dinner
733,West Bengal,Kolkata,1.1,With Alcohol,Hotel Monotel,109,4,87432,All meals
734,West Bengal,Kolkata,2.3,With Alcohol,HOTEL O2 OXYGEN,109,4,92137,Breakfast
735,West Bengal,Kolkata,2.4,With Alcohol,HOTEL O2 OXYGEN,109,4,96123,Dinner
736,West Bengal,Kolkata,1.4,With Alcohol,New Kenilworth Hotel Pvt  Ltd ,101,4,98523,Lunch
737,West Bengal,Kolkata,4,With Alcohol,THE ASTOR  KOLKATA,33,4,95823,All meals
738,West Bengal,Kolkata,1.5,With Alcohol,THE SONNET,64,4,93724,Breakfast
739,West Bengal,Purulia,1.7,With Alcohol,HOTEL AKASH SAROVAR,34,4,98742,Lunch
740,Andaman And Nicobar,Port Blair ,3,Without Alcohol,HOTEL AQUAGREEN A UNIT OF SOUTHERNS HOLDINGS AND INVESTMENTS CHENNAI PRIVATE LIMITED,48,4,96742,Dinner
741,Andhra Pradesh,Visakhapatnam,5,Without Alcohol,PALM BEACH HOTEL,74,4,98823,All meals
742,Chhattisgarh,Raipur ,4,Without Alcohol,Ariena   The Boutique Hotel,50,4,93482,Breakfast
743,Chhattisgarh,Raipur ,2.2,Without Alcohol,HOtel Vennington Court,57,4,95824,Dinner
744,Delhi,Delhi,4.5,Without Alcohol,Svelte Hotel And Personal Suites,97,4,87432,Lunch
745,Delhi,New Delhi,5,Without Alcohol,Crowne Plaza New Delhi Rohini,183,4,92137,All meals
746,Gujarat,Ahmedabad,2.2,Without Alcohol,BINORI HOTEL PVT LTD,69,4,96123,Breakfast
747,Gujarat,Ahmedabad,4.4,Without Alcohol,Gulmohar Greens   Golf Country Club Limited,54,4,98523,Dinner
748,Gujarat,Ahmedabad,3.2,Without Alcohol,hotel kristar llp,20,4,95823,Lunch
749,Gujarat,Ahmedabad,2,Without Alcohol,HOTEL RAMADA UNIT OF HOTEL SANKALP RECREATION PVT  LTD ,90,4,93724,All meals
750,Gujarat,Ahmedabad,4.9,Without Alcohol,HOTEL SILVER CLOUD,73,4,98742,Dinner
