State,City,Ratings,Alcohol Availability,Hotel Name,Address,Total Rooms,,Category,Pricing,Meals
Kerala,Kollam,2.4,Without Alcohol,HOTEL SOORYA,KANNANALLOOR ROAD  KOTTIYAM P O  ,10,,3 Star,74283,Dinner
Kerala,Kollam,4.9,Without Alcohol,HOTEL VIJAYA CASTLE,A unit of V  Narayana Pillai and Company  Mannannamukku  Manakara  Sasthamkotta P O  Kollam District  Kerala State  Pin     690 521 ,21,,3 Star,68521,Lunch
Kerala,Kollam,1.4,Without Alcohol,Hotel Vijaya Palace,THATTASSERY  CHAVARA  KOLLAM,14,,3 Star,66428,All meals
Kerala,Kollam,3.4,Without Alcohol,Mangalath Hotel and Resorts,Chadayamangalam  Kollam,15,,3 Star,63972,Breakfast
Kerala,Kollam,4,Without Alcohol,MARIYALAYAM MUNROE ISLAND RESIDENCY,PATTAMTHURUTHU P O  MUNROETHURUTHU  KOLLAM,12,,3 Star,51273,Lunch
Kerala,Kollam,3,Without Alcohol,ROYALE REGENCY HOTEL AND CONVENTION CENTER,NH 66 47  OACHIRA KOLLAM DISTRICT,29,,3 Star,54639,Dinner
Kerala,Kollam,5,Without Alcohol,San Tourist Home ,Kavanadu P O   Kollam ,11,,3 Star,45923,All meals
Kerala,Kollam,4,Without Alcohol,SREE GOKULAM RESIDENCY   A UNIT OF SREE GOKULAM HOTEL  INDIA  PVT LTD ,SREE GOKULAM RESIDENCY   A UNIT OF SREE GOKULAM HOTEL  INDIA  PVT LTD   ADAYARA  OYOOR  KOLLAM,11,,3 Star,45846,Breakfast
Kerala,Kollam,2.2,Without Alcohol,THE ESQUIRE PARK,IVARKALA WEST NORTH  PUTHENAMBALAM  P O  KUNNATHUR  KOLLAM ,12,,3 Star,31587,Dinner
Kerala,Kollam,4.5,Without Alcohol,Vijaya Hotel and Bar,Pada South  Karunagappally  Kollam,10,,3 Star,85563,Lunch
Kerala,Kottayam,5,Without Alcohol,Finch Hotels  A unit of Ms Finch Hotels and Traders Pvt Ltd ,Vadakkekara Erattupetta Kottayam,19,,3 Star,41581,All meals
Kerala,Kottayam,2.2,Without Alcohol,HOTEL AIDA,AIDA Jn  M C Road  Kottayam  Kerala,33,,3 Star,71547,Breakfast
Kerala,Kottayam,4.4,Without Alcohol,Hotel Alaina,Central Junction Karukachal Kottayam,10,,3 Star, 73 821,Lunch
Kerala,Kottayam,3.2,Without Alcohol,Hotel Anjali Park,K K Road  Kottayam ,19,,3 Star,   68 821,Dinner
Kerala,Kottayam,2,Without Alcohol,HOTEL ARCADIA,T B ROAD OPPOSITE KSRTC BUS STATION KOTTAYAM,47,,3 Star,   71 823,All meals
Kerala,Kottayam,1,Without Alcohol,Hotel Armani,Galaxy Junction  Mundakayam  Kerala 686513,10,,3 Star, 69 832,Breakfast
Kerala,Kottayam,4.4,Without Alcohol,HOTEL BREEZE INTERNATIONAL ,NEAR NO  1 PVT  BUS STAND  KAVALA  CHANGANACHERRY  KOTTAYAM DISTRICT ,10,,3 Star, 70 932,Dinner
Kerala,Kottayam,3.4,Without Alcohol,HOTEL CASTLE RESIDENCY,PERUVA P O,11,,3 Star,  67 823,Lunch
Kerala,Kottayam,1.6,Without Alcohol,HOTEL MEDAS,A UNIT OF KAY KAY ENTERPRISES  PONKUNNAM  KOTTAYAM DISTRICT   686506,11,,3 Star, 72 932,All meals
Kerala,Kottayam,3.5,Without Alcohol,HOTEL NITHYA,GANDHINAGAR  KOTTAYAM DISTRICT,11,,3 Star,  69 821,Breakfast
Kerala,Kottayam,2.4,Without Alcohol,Hotel Pankaj ,Vaikom Road  Thalayolaparambu P O  Kottayam ,10,,3 Star,  71 832,Dinner
Kerala,Kottayam,4,Without Alcohol,HOTEL PRESIDENCY,KAVALA  CHANGANACHERRY  KOTTAYAM DISTRICT,10,,3 Star,68 823,Lunch
Kerala,Kottayam,3,Without Alcohol,HOTEL PRINCE  ,K K ROAD  KANJIKUZHY  KOTTAYAM,10,,3 Star,76683,All meals
Kerala,Kottayam,1.1,Without Alcohol,HOTEL SUMMERSAND RESTAURANT,VELLOORE P O  PAMPADY  KOTTAYAM Kottayam,11,,3 Star,82142,Breakfast
Kerala,Kottayam,2.3,Without Alcohol,HOTEL VARSHA INTERNATIONAL RESIDENCY,A UNIT OF ROYALGOLF HOTELS INDIA PRIVATE LIMITED  MANJOOR P O  KURUPPANTHARA  KOTTAYAM ,15,,3 Star,83675,Lunch
Kerala,Kottayam,2.4,Without Alcohol,Hotel Zodiac International,Kaduthuruthy  Kottayam,10,,3 Star,87729,Dinner
Kerala,Kottayam,4,Without Alcohol,JOYEES RESIDENCY,YMCA ROAD  KOTTAYAM Kottayam,12,,3 Star,95672,All meals
Kerala,Kottayam,3,Without Alcohol,Merlin Residency,Manarcadu Jn  Kottayam,11,,3 Star,87123,Breakfast
Kerala,Kovalam,2,Without Alcohol,DIAMOND PALACE HOTEL,Kovalam Bypass Road Edavilakom Vazhamuttom P O   Kovalam Trivandrum,10,,3 Star,93485,Dinner
Kerala,Kovalam,3,Without Alcohol,HOTEL SEA FACE,N U P Beach Road  Kovalam  Trivandrum ,20,,3 Star,92746,Lunch
Kerala,Koyilandy,5,Without Alcohol,Kalyan Residency,Railway station Road  Opp  New Bus stand  Koyilandy  Kozhikkode   Kerala,11,,3 Star,86249,All meals
Kerala,Kozhikode,4,Without Alcohol,Hotel Hasthinapuri Inn,Chungam  Thamarassery  Kozhikode,14,,3 Star,78835,Breakfast
Kerala,Kozhikode,2.2,Without Alcohol,HOTEL MONAD,KGP 20511 KARANTHUR PO  KUNNAMANGALAM  KOZHIKODE KERALA 673571,20,,3 Star,78236,Lunch
Kerala,Kozhikode,4.5,Without Alcohol,Hotel Springway  A unit of Hotel Springway LLP ,Building no KP 23622A  B  C  D  E  F G wayanad road  Kunnamangalam Kozhikode,11,,3 Star,81123,Dinner
Kerala,Kozhikode,5,Without Alcohol,HOTEL THUSHARA INTERNATIONAL,KODENCHERRY P O VIA THAMARASSERY KOZHIKODE DT ,19,,3 Star,79832,All meals
Kerala,Kozhikode,2.2,Without Alcohol,Kings Regency  A unit of King s Regency LLP ,Building No 5 540A  NH Bypass  Pantheerankavu Kozhikode,11,,3 Star,89357,Breakfast
Kerala,Kozhikode,4.4,Without Alcohol,KOVILAKAM RESIDENCY  A UNIT OF KOVILAKAM RESIDENCY PRIVATE LIMITED ,OPP  MIMS   MINI BYPASS ROAD  GOVINDAPURAM  KOZHIKODE 673016  KERALA Kozhikode,27,,3 Star,76249,Dinner
Kerala,Kozhikode,3.2,Without Alcohol,MEDORA HOTEL,Opposite Stadium Pavamani Road Kozhikode ,40,,3 Star,88724,Lunch
Kerala,Kozhikode,2,Without Alcohol,Park Residency,Ramanattukara  Kozhikode,16,,3 Star,61092,All meals
Kerala,Kozhikode,2.972461752,Without Alcohol,Queens Hotel,Annie Hall Road  Near Railway station Road  Kozhikode,11,,3 Star,38745,Breakfast
Kerala,Kozhikode,4,Without Alcohol,Theertha International,payyoli Kozhikode Dist Kerala,15,,3 Star,43926,Dinner
Kerala,Kunnamkulam,3,Without Alcohol,R C Park,Opp Town hall Herbert Road Kunnamkulam,10,,3 Star,50283,Lunch
Kerala,Kunnamkulam,1.1,Without Alcohol,victory inn park residency,Calicut Road  Parempadam  Kunnamkulam Thrissur,10,,3 Star,41690,All meals
Kerala,Malappuram,2.3,Without Alcohol,Hotel Mahendrapuri,Kavungal Malappuram Post Malappuram District,12,,3 Star,63172,Breakfast
Kerala,Malappuram,2.4,Without Alcohol,HOTEL PICNIC  A UNIT OF KOCHIKUNNEL WINES ,A UNIT OF KOCHIKUNNEL WINES  COURT ROAD  MANJERI P O  MALAPPURAM DISTRICT  676121,10,,3 Star,37840,Dinner
Kerala,Malappuram,4.7,Without Alcohol,Hotel Samrat and Tourist Home,Ooty Road  Edakkara  Malappuram  Districr  Kerala State,10,,3 Star,66821,Lunch
Kerala,Malappuram,4.1,Without Alcohol,Hotel Souparnika Inn  A unit of Hotel Souparnika Inn Pvt Ltd  ,Kozhikkode Road  Punnathala P O  Puthanathani  Malapuram Malappuram,12,,3 Star,67439,All meals
Kerala,Malappuram,1.3,Without Alcohol,HOTEL SWAGATH,CALICUT ROAD VALANCHERY MALAPURAM DISTRICT,10,,3 Star,40512,Breakfast
Kerala,Malappuram,1,Without Alcohol,ROSE RESIDENCY,MANNARKKAD ROAD  PERINTHALMANNA  MALAPPURAM DISTRICT 679322,13,,3 Star,54309,Lunch
Kerala,Mavelikkara,4.4,Without Alcohol,HOTEL SIXER,Thattarambalam  Mavelikara road  Mavelikara  Alappuzha ,10,,3 Star,67918,Dinner
Kerala,Mavelikkara,3.4,Without Alcohol,HOTEL TRAVANCORE REGENCY,NORTH MITCHEL JUNCTION  MAVELIKKARA ALAPPUZHA,11,,3 Star,60287,All meals
Kerala,Munnar,1.6,Without Alcohol,Hotel Princess De Munnar,Chithirapuram  Post   Anachal Munnar ,10,,3 Star,62850,Breakfast
Kerala,Munnar,3.5,Without Alcohol,ISSACS RESIDENCY,Top Station Road  Munnar  ,32,,3 Star,69730,Dinner
Kerala,Muvattupuzha,2.4,Without Alcohol,Janatha Tourist Home,Kavitha Road Kacherithazham Muvattupuzha Ernakulam Muvattupuzha,10,,3 Star,57182,Lunch
Kerala,Muvattupuzha,4,Without Alcohol,NEELAMBARI SUITES,VILLANCHIRA THALAKODE P O  NERIAYAMANGALAM KOTHAMANGALAM ERNAKULAM DIST ,22,,3 Star,58392,All meals
Kerala,Muvattupuzha,3,Without Alcohol,The Krishna Regency Muvattupuzha ,The Krishna Regency  Near Private Bus Stand Thodupuzha Road  Muvattupuzha   686661,11,,3 Star,72418,Breakfast
Kerala,Ottappalam,1.1,Without Alcohol,KOTTARAMHOTELS PVT LTD,A K G ROAD OTTAPALAM Ottappalam,19,,3 Star,69592,Lunch
Kerala,Palai,2.3,Without Alcohol,Hotel Maharani,Michael Joseph And Co   Main Road   Pala P O  Kottayam,12,,3 Star,32798,Dinner
Kerala,Palai,2.4,Without Alcohol,Hotel Zodiac,Uzhavoor  Kottayam Dist ,11,,3 Star,64291,All meals
Kerala,Palakkad,1,Without Alcohol,DEEPA RESTAURANT AND TOURIST HOME,DEEPA RESTAURANT AND TOURIST HOME  PATTAMBI ROAD  CHERUPULACHERY  PALAKAD DIST   KERALA 679503,11,,3 Star,59345,Breakfast
Kerala,Palakkad,3,Without Alcohol,GAYATHRI INN,KALLADIKKODE P O  PALAKKAD DISTRICT,11,,3 Star,50938,Dinner
Kerala,Palakkad,4,Without Alcohol,HOTEL CHANAKYA,CHANDRA NAGAR  PALAKKAD,11,,3 Star,73129,Lunch
Kerala,Palakkad,3,Without Alcohol,HOTEL DIANA  THE SOUTH MALABAR TRADING COMPANY ,VADAKKENCHERRY POST  PALAKKAD DISTRICT ,11,,3 Star,70382,All meals
Kerala,Palakkad,5,Without Alcohol,HOTEL GAYATHRI INTERNATIONAL,THRIPPALUR  ERIMAYUR P O  PALAKKAD DISTRICT Palakkad,13,,3 Star,45845,Breakfast
Kerala,Palakkad,4,Without Alcohol,HOTEL GAYATHRI REGENCY,KADAMPAZHIPURAM P O  PALAKKAD DISTRICT  KERALA STATE,13,,3 Star,35829,Lunch
Kerala,Palakkad,2.2,Without Alcohol,Hotel Govardhana,3 413  Rock Garden Road  Malampuzha Dam Post  Malampuzha   Palakkad  Dist ,12,,3 Star,49 327,Dinner
Kerala,Palakkad,4.5,Without Alcohol,HOTEL KAIRALI,A UNIT OF RAJENDRAN AND ASSOCIATE   NEAR KSRTC BUS STAND  SHORANUR ROAD  PALAKKAD DISTRICT,14,,3 Star,74 629,All meals
Kerala,Palakkad,5,Without Alcohol,HOTEL KAIRALI TOWERS,NEAR INDIRA GANDHI STADIUM COIMBATORE ROAD  Palakkad,12,,3 Star,67 539,Breakfast
Kerala,Palakkad,2.2,Without Alcohol,HOTEL MAPS RESIDENCY,M G  ROAD  OPP  DYSP OFFICE  SHORANUR  PALAKKAD DISTRICT,14,,3 Star,67 539,Lunch
Kerala,Palakkad,4.4,Without Alcohol,Hotel Rajadhani,R S Road  Pattambi  Palakkad  Dist ,12,,3 Star,   52 317,Dinner
Kerala,Palakkad,3.2,Without Alcohol,JYOTHIS REGENCY  A unit of Moochikunnans Hotel Pvt  Ltd  ,No 9 421 to 448 KANNAMBRA GRAMA PANCHAYATH NH 47 KARAYANGAD VADAKKENCHERY PO PALAKKAD  Palakkad Palakkad,20,,3 Star, 70 931,All meals
Kerala,Palakkad,3.1,Without Alcohol,KALYAN TOURIST HOME,G  B  ROAD  ERUMAKKARA STREET  PALAKKAD,15,,3 Star,96723,Breakfast
Kerala,Palakkad,4,Without Alcohol,Sree Narayana Hotel,Ambalapara,11,,3 Star,79348,Lunch
Kerala,Palakkad,3,Without Alcohol,The Gold Hotel,Padalodumedu   Near Venkateswara Petrol Pump Kuzhalmannam  Post   Palakkad ,10,,3 Star,84515,Dinner
Kerala,Paravoor,1.1,Without Alcohol,Hotel Grand Muziris,Opp  Civil Station  N  Paravoor,11,,3 Star,96482,All meals
Kerala,Paravoor,2.3,Without Alcohol,JAYA TOURIST HOME,JAYA TOURIST HOME  OPP PWD GUEST HOUSE  N PARAVOOR  ERNAKULAM DISTRICT  KERALA,10,,3 Star,88823,Breakfast
Kerala,Pathanamthitta,2.4,Without Alcohol,Hotel Amala,Opp  KSRTC Bus Station  Pathanamthitta,10,,3 Star,93457,Dinner
Kerala,Pathanamthitta,4.7,Without Alcohol,Hotel Heyday Inn,Aban Junction  Pathanamthitta P O  Pathanamthitta ,10,,3 Star,77534,Lunch
Kerala,Pathanamthitta,4.1,Without Alcohol,HOTEL SEA BLUE,OPP  PRIVATE BUS STAND MALLAPPALLY P O  MALLAPPALLY PATHANAMTHITTA,10,,3 Star,86592,All meals
Kerala,Pathanamthitta,1.3,Without Alcohol,HOTEL SURYA AND GIRIRANI TOURIST HOME,Opp K S R T C Bus Stand   Main Road Konni Pathanamthitta Dist Pathanamthitta,10,,3 Star,89924,Breakfast
Kerala,Pathanamthitta,2.4,Without Alcohol,KUTTIES RESIDENCY,Market Junction  Konni Pathanamthitta,11,,3 Star,92834,Dinner
Kerala,Pathanamthitta,3.1,Without Alcohol,Shines Tourist Hotel,P B No 5 Pandalam Pathanamthitta Dist ,12,,3 Star,93482,Lunch
Kerala,Pattambi,2.6,Without Alcohol,NAKSHATRA REGENCY,3 284  PATTAMBI MAIN ROAD  KOPPAM  PALAKKAD  PIN     679 307,12,,3 Star,97834,All meals
Kerala,Payyanur,1.4,Without Alcohol,HOTEL ARCHANA AND DWARAKA TOURIST HOME,Main Road  Payyannur  Kannur ,22,,3 Star,79764,Breakfast
Kerala,Payyanur,4.9,Without Alcohol,K B C GREEN PARK HOTEL,EDAT PAYYANUR KANNUR DIST  KERALA STATE,22,,3 Star,88342,Dinner
Kerala,Perumbavoor,1.9,Without Alcohol,EAGLE TOURIST HOME,M C  Road  Perumbavoor P O   Ernakulam,10,,3 Star,87752,Lunch
Kerala,Perumbavoor,2.9,Without Alcohol,EMBASSERY RESIDENCY,KURUPPAMPADY P O  ERNAKULAM DISTRICT KERALA STATE,11,,3 Star,87935,All meals
Kerala,Perumbavoor,3.7,Without Alcohol,HOTEL ANJALY INTERNATIONAL,HOTEL ANJALY INTERNATIONAL  OUSHADHI JN   M C  ROAD  PERUMBAVOOR,10,,3 Star,91428,Breakfast
Kerala,Perumbavoor,3.5,Without Alcohol,Manna Tourist Home,A M Road  Perumbavoor,10,,3 Star,98235,Lunch
Kerala,Perumbavoor,3.1,Without Alcohol,RITZ INTERNATIONAL,A M ROAD  PERUMBAVOOR,11,,3 Star,89236,Dinner
Kerala,Ponnani,4.1,Without Alcohol,HOTEL SAAYOOJ,THRISSUR ROAD  SUKAPURAM PO EDAPPAL MALAPURAM DIST  Ponnani,10,,3 Star,86523,All meals
Kerala,Punalur,3.1,Without Alcohol,NARENDRA REGENCY,GOVT  HOSPITAL ROAD  PUNALUR  KOLLAM,11,,3 Star,87239,Breakfast
Kerala,Quilandy,4.6,Without Alcohol,Park Residency,Koyilandy P O  Kozhikode District,15,,3 Star,95482,Dinner
Kerala,Shoranur,3,Without Alcohol,Apsara Tourist Home,Opposite to Railway station Shoranur Shoranur,10,,3 Star,82346,Lunch
Kerala,Sultan Bathery,5,Without Alcohol,HOTEL THE RESORT,Gandhi junction Rahim memorial Road Sulthan bathery Wayanad Dist  Kerala,10,,3 Star,91764,All meals
Kerala,Taliparamba,4,Without Alcohol,HOTEL CHEMBARATHY GARDEN,7th MILE KUTTIKKOL PO TALIPARAMBA VILLAGE TALIPARAMBA TALUK KANNUR DISTRICT ,17,,3 Star,92648,Breakfast
Kerala,Thalikkulam,2.2,Without Alcohol,Central Residency   Unit of Vynika Hotels Private Limited ,VIII   495 F  NH 66  Thalikkulam  Post  Thalikkulam Thalikkulam,10,,3 Star,89524,Dinner
Kerala,Thekkady,4.5,Without Alcohol,HOLIDAY VISTA  M S C Hotels and Resorts Pvt Ltd  ,K K Road  Kumuly  Thekkady 685 509 Idukki District,52,,3 Star,94987,Lunch
Kerala,Thiruvalla,5,Without Alcohol,Hotel Ashok International,T K Road  Thiruvalla  Pathanamthitta,10,,3 Star,79143,All meals
Kerala,Thiruvalla,2.2,Without Alcohol,Hotel Bessota International,Near YMCA  Tiruvalla  Pathanamthitta  Kerala,20,,3 Star,97342,Breakfast
Kerala,Thiruvananthapuram,4.4,Without Alcohol,Amala s Residency,Central Theatre Road Powerhouse Road Opposite Railway 2nd Entry Pazhavangadi Thiruvananthapuram ,16,,3 Star,91528,Lunch
Kerala,Thiruvananthapuram,3.2,Without Alcohol,HOTEL ASLIYYA GRANDE,NAVAIKULAM  TRIVANDRUM 695603,20,,3 Star,88293,Dinner
Kerala,Thiruvananthapuram,2,Without Alcohol,HOTEL CITY PALACE,ARAYALLOOR   THIRUMALA PO   TRIVANDRUM Thiruvananthapuram,10,,3 Star,91283,All meals
Kerala,Thiruvananthapuram,1,Without Alcohol,Hotel Flamingo Inn a unit of flamingo Inn Pvt Ltd ,Opp  Infosys Campus  Technopark  By pass Medanada Kulathoor  p o Trivandrum,41,,3 Star,98142,Breakfast
Kerala,Thiruvananthapuram,2,Without Alcohol,HOTEL HIGHNESS INN,PERUMTHANNI  EANCHACKAL  TRIVANDRUM,11,,3 Star,78423,Dinner
Kerala,Thiruvananthapuram,4,Without Alcohol,HOTEL INDRAPRASTHA,HOTEL INDRAPRASTHA  MAITHANAM  VARKALA PO  THIRUVANANTHAPURAM 695141,10,,3 Star,97732,Lunch
Kerala,Thiruvananthapuram,3,Without Alcohol,HOTEL INDRAPRASTHA,ATTAKULANGARA P O  THIRUVANANTHAPURAM,15,,3 Star,78423,All meals
Kerala,Thiruvananthapuram,1.1,Without Alcohol,Hotel Indrapuri,TC 26 689  1 2   Vanross Junction  Trivandrum Thiruvananthapuram Thiruvananthapuram ,10,,3 Star,94523,Breakfast
Kerala,Thiruvananthapuram,2.3,Without Alcohol,HOTEL PADMA,CONVENT ROAD  VANCHIYOOR  TRIVANDRUM,10,,3 Star,88294,Dinner
Kerala,Thiruvananthapuram,2.4,Without Alcohol,HOTEL PRASANTH ,HOTEL PRASANTH   A unit of PRASAD HOTELS PRIVATE LIMITED  TC 11 726  P M G Junction  Thiruvananthapuram  695033  Kerala State,51,,3 Star,94682,Lunch
Kerala,Thiruvananthapuram,4.7,Without Alcohol,HOTEL PRASANTHI,HOTEL PRASANTHI  PARASSALA PO  NEYYATTINKARA  THIRUVANANTHAPURAM  KERALA ,15,,3 Star,87652,All meals
Kerala,Thiruvananthapuram,4.1,Without Alcohol,Hotel Rajadhani,Hotel Rajadhani  Rajadhani Buildings  East Fort  Thiruvananthapuram   695 023,17,,3 Star,88974,Breakfast
Kerala,Thiruvananthapuram,1.3,Without Alcohol,Hotel Safari,Near KURTC Bus stand M C  Road Venjaramood Thiruvananthapuram,19,,3 Star,82345,Dinner
Kerala,Thiruvananthapuram,1.9,Without Alcohol,Leela Backwaters Inn,Bridge Road  Poovar  Thiruvanthapuram  Kerala  India Thiruvananthapuram,15,,3 Star,97382,Lunch
Kerala,Thiruvananthapuram,1.4,Without Alcohol,PADMASREE TOURIST HOME,Chirayinkeezhu Thiruvananthapuram,11,,3 Star,83792,All meals
Kerala,Thiruvananthapuram,2.4,Without Alcohol,Pattom Royal Hotel,TC 3 2778 1  Pattom   Plamoodu Reach  Pattom Road,45,,3 Star,87293,Breakfast
Kerala,Thiruvananthapuram,2.1,Without Alcohol,RACO REGENCY,MURINJAPALAM  MEDICAL COLLEGE  THIRUVANATHAPURAM,12,,3 Star,97235,Dinner
Kerala,Thiruvananthapuram,3,Without Alcohol,RUBY ARENA,Kumarapuram Road  Medical Collage P O  Thiruvananthapuram Dist   Kerala State  Pin 695011,40,,3 Star,94325,Lunch
Kerala,Thiruvananthapuram,5,Without Alcohol,The Grand Residency ,Nellimoodu P O  Thiruvananthapuram ,16,,3 Star,92583,All meals
Kerala,Thiruvananthapuram,4,Without Alcohol,THE TRAVANCORE HERITAGE  A Unit of Joys The Beach Resort P  Ltd  ,Balaramapuram  Near kovalam  Chowara P O   695501 Thiruvananthapuram  Kerala  India  ,84,,3 Star,78763,Breakfast
Kerala,Thodupuzha,2.2,Without Alcohol,GEMINY TOURIST HOME,Manakkad Jn  Thodupuzha PO Idukki Dist ,17,,3 Star,94523,Dinner
Kerala,Thodupuzha,4.5,Without Alcohol,Hotel Vrindavan,Vannappuram P O  Thodupuzha  Idukki Dist,11,,3 Star,96325,Lunch
Kerala,Thodupuzha,5,Without Alcohol,Hotel Xavier s Avenue Pvt  Ltd ,Paingotoor  Munnar Road  Kothamangalam  Ernakulam dist Thodupuzha,20,,3 Star,79543,All meals
Kerala,Thodupuzha,2.2,Without Alcohol,Tee Cee Restaurant,Thodupuzha Muvattupuzha Road  Thodupuzha,11,,3 Star,93527,Breakfast
Kerala,Thripunithura,4.4,Without Alcohol,Kottavathil Restaurant ,Near Statue Jn  Tripunithura  Ernakulam,10,,3 Star,97246,Dinner
Kerala,Thrissur,3.2,Without Alcohol,ASHOKA INN,SAKTHAN THAMPURAN NAGAR T B ROAD THRISSUR,34,,3 Star,82943,Lunch
Kerala,Thrissur,2,Without Alcohol,ASHOKA RESIDENCY,IRINJALAKUDA ROAD  P O KATTOOR  THRISSUR  KERALA ,11,,3 Star,89173,All meals
Kerala,Thrissur,1.7,Without Alcohol,Central Hotel Agencies,Museum Road  Chembukavu  Thrissur ,10,,3 Star,97634,Breakfast
Kerala,Thrissur,2.4,Without Alcohol,CHERAKULAM TOURIST HOME,TANA IRINJALAKUDA THRISSUR DT ,10,,3 Star,98632,Dinner
Kerala,Thrissur,4,Without Alcohol,DAYA REGENCY,DAYA REGENCY MANNUTHY ROAD PARAVATTANI THRISSUR   680005 ,10,,3 Star,87563,Lunch
Kerala,Thrissur,3,Without Alcohol,Deliza Residency,Vazhani Road Wadakanchery Post Thrissur Ditrict,20,,3 Star,93752,All meals
Kerala,Thrissur,1.1,Without Alcohol,Devasura Inn  A Unit of Devasura Inn Private Limited,KUNNATHUR  PUNNAYOORKULAM P O  THRISSUR Thrissur,11,,3 Star,89174,Breakfast
Kerala,Thrissur,2.3,Without Alcohol,Fort Gate Hotels and Resorts  A unit of Fort Gate Hotels and Resorts Private Limited ,KOTTAPPADY  GURUVAYOOR  THRISSUR Thrissur Thrissur,18,,3 Star,92134,Lunch
Kerala,Thrissur,2.4,Without Alcohol,GOLDEN BAR,GOLDEN BAR KODAKARA THRISSUR  DIST  KERALA 680684 ,10,,3 Star,94623,Dinner
Kerala,Thrissur,4.7,Without Alcohol,HAMARA HOTELS,A UNIT OF HAMARA HOTELS PRIVATE LIMITED  NADATHARA P O  NH 47 BY PASS  THRISSUR DISTRICT,20,,3 Star,78723,All meals
Kerala,Thrissur,4.1,Without Alcohol,HIGHWAY PALACE INN,PATTIKKAD THRISSUR  DISTRICT KERALA,20,,3 Star,85239,Breakfast
Kerala,Thrissur,1.3,Without Alcohol,HOLIDAY PARK,PUDUKKAD JUNCTION  THRISSUR DISTRICT  KERALA STATE,13,,3 Star,97834,Dinner
Kerala,Thrissur,1,Without Alcohol,HOTEL APSARA,MAIN ROAD  CHALAKUDY  THRISSUR,10,,3 Star,95324,Lunch
Kerala,Thrissur,4.4,Without Alcohol,Hotel Ayodhya Regency ,Hotel Ayodhya Regency  Triprayar  Thrissur Dist ,10,,3 Star,89972,All meals
Kerala,Thrissur,3.4,Without Alcohol,Hotel Clay House,Muringoor P O  Chalakudy,25,,3 Star,86124,Breakfast
Kerala,Thrissur,1.6,Without Alcohol,Hotel Dreamland,Triprayar  Nattika P O ,19,,3 Star,93724,Dinner
Kerala,Thrissur,3.5,Without Alcohol,HOTEL HILL TOP,134  HOTEL HILL TOP  P O VELUTHUR  KUNNATHANGADI  THRISSUR,11,,3 Star,95763,Lunch
Kerala,Thrissur,2.4,Without Alcohol,Hotel Kottaram Residency,Opp Apollo Tyres  Perambra Thrissur,17,,3 Star,78345,All meals
Kerala,Thrissur,4,Without Alcohol,HOTEL MOON AND SHOPPING COMPLEX ,PAVARATTY P O  THRISSUR   Thrissur,10,,3 Star,79123,Breakfast
Kerala,Thrissur,3,Without Alcohol,HOTEL NEW CASTLE,OTTUPARA  WADAKKANCHERRY P O  THRISSUR DISTRICT Thrissur,10,,3 Star,79234,Lunch
Kerala,Thrissur,1.1,Without Alcohol,HOTEL OAK TREE ,A UNIT OF MOSA   SONS TOWER INN PRIVATE LIMITED  THIRUVILWAMALA P O  THRISSUR DISTRICT,14,,3 Star,96324,Dinner
Kerala,Thrissur,2.3,Without Alcohol,Hotel Park Residency,Koorkkanchery P O  Thrissur,12,,3 Star,95634,All meals
Kerala,Thrissur,2.4,Without Alcohol,HOTEL PENINSULA,Trichur Tourist Complex Pvt Ltd  M G Road  Thrissur Kerala ,12,,3 Star,95732,Breakfast
Kerala,Thrissur,2.7,Without Alcohol,Hotel Salkara,Chavakkad Chettuva road Thrissur,10,,3 Star,92834,Dinner
Kerala,Thrissur,2.3,Without Alcohol,HOTEL SEVEN SEAS,RAMAKRISHNA IYYER ROAD IRINJALAKUDA THRISSUR DISTRICT,11,,3 Star,78294,Lunch
Kerala,Thrissur,3,Without Alcohol,Hotel Simla,P O Kanjany   Thrisssur Dist,10,,3 Star,82745,All meals
Kerala,Thrissur,5,Without Alcohol,HOTEL SREE GOKULAM RESIDENCY  A UNIT OF SREE GOKULAM HOTELS INDIA PVT LTD ,AMBALLUR P O  PUDUKKAD THRICHUR,20,,3 Star,86974,Breakfast
Kerala,Thrissur,4,Without Alcohol,HOTEL WAYLORD,A Unit of Hotel Waylord Private Limited  Thiroor P O  Thrissur District  Kerala State  Pin  680581 ,10,,3 Star,97834,Lunch
Kerala,Thrissur,2.2,Without Alcohol,Hotel Zodiac,Koratty  Thrissur Dist ,10,,3 Star,87654,Dinner
Kerala,Thrissur,4.5,Without Alcohol,Keli Residency   A Unit of Keli Hotels Private Limited ,Gramala P O  Mulagunnathukavu  Athani  Thrissur District Thrissur,19,,3 Star,92736,All meals
Kerala,Thrissur,5,Without Alcohol,Kovilakam Inn  A unit of Kovilakam Inn India Private Limited ,KAIPARAMBU P O  Thrissur,13,,3 Star,94523,Breakfast
Kerala,Thrissur,2.2,Without Alcohol,LUMBINI SUPREME,TC 30 383 2  R S ROAD  OLLUR P O   THRISSUR,10,,3 Star,91754,Dinner
Kerala,Thrissur,4.4,Without Alcohol,M R TOURIST HOME,VELLANGALLUR  P O  THRISSUR,10,,3 Star,87623,Lunch
Kerala,Thrissur,3.2,Without Alcohol,MAY FAIR HOTELS,PUDUKAD  THRISSUR DIST ,10,,3 Star,83642,All meals
