S.No.,State,City,Category,Alcohol,Hotel Name,Address,Total Rooms,Ratings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Kerala,Thodupuzha,3 Star,Without Alcohol,GEMINY TOURIST HOME,Manakkad Jn  Thodupuzha PO Idukki Dist ,17,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Kerala,Thodupuzha,3 Star,Without Alcohol,Hotel Vrindavan,Vannappuram P O  Thodupuzha  Idukki Dist,11,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Kerala,Thodupuzha,3 Star,Without Alcohol,Hotel Xavier s Avenue Pvt  Ltd ,Paingotoor  Munnar Road  Kothamangalam  Ernakulam dist Thodupuzha,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Kerala,Thodupuzha,3 Star,Without Alcohol,Tee Cee Restaurant,Thodupuzha Muvattupuzha Road  Thodupuzha,11,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Kerala,Thripunithura,3 Star,Without Alcohol,Kottavathil Restaurant ,Near Statue Jn  Tripunithura  Ernakulam,10,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Kerala,Thrissur,3 Star,Without Alcohol,ASHOKA INN,SAKTHAN THAMPURAN NAGAR T B ROAD THRISSUR,34,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Kerala,Thrissur,3 Star,Without Alcohol,ASHOKA RESIDENCY,IRINJALAKUDA ROAD  P O KATTOOR  THRISSUR  KERALA ,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Kerala,Thrissur,3 Star,Without Alcohol,Central Hotel Agencies,Museum Road  Chembukavu  Thrissur ,10,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Kerala,Thrissur,3 Star,Without Alcohol,CHERAKULAM TOURIST HOME,TANA IRINJALAKUDA THRISSUR DT ,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Kerala,Thrissur,3 Star,Without Alcohol,DAYA REGENCY,DAYA REGENCY MANNUTHY ROAD PARAVATTANI THRISSUR   680005 ,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Kerala,Thrissur,3 Star,Without Alcohol,Deliza Residency,Vazhani Road Wadakanchery Post Thrissur Ditrict,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Kerala,Thrissur,3 Star,Without Alcohol,Devasura Inn  A Unit of Devasura Inn Private Limited,KUNNATHUR  PUNNAYOORKULAM P O  THRISSUR Thrissur,11,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Kerala,Thrissur,3 Star,Without Alcohol,Fort Gate Hotels and Resorts  A unit of Fort Gate Hotels and Resorts Private Limited ,KOTTAPPADY  GURUVAYOOR  THRISSUR Thrissur Thrissur,18,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Kerala,Thrissur,3 Star,Without Alcohol,GOLDEN BAR,GOLDEN BAR KODAKARA THRISSUR  DIST  KERALA 680684 ,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Kerala,Thrissur,3 Star,Without Alcohol,HAMARA HOTELS,A UNIT OF HAMARA HOTELS PRIVATE LIMITED  NADATHARA P O  NH 47 BY PASS  THRISSUR DISTRICT,20,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Kerala,Thrissur,3 Star,Without Alcohol,HIGHWAY PALACE INN,PATTIKKAD THRISSUR  DISTRICT KERALA,20,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Kerala,Thrissur,3 Star,Without Alcohol,HOLIDAY PARK,PUDUKKAD JUNCTION  THRISSUR DISTRICT  KERALA STATE,13,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Kerala,Thrissur,3 Star,Without Alcohol,HOTEL APSARA,MAIN ROAD  CHALAKUDY  THRISSUR,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Kerala,Thrissur,3 Star,Without Alcohol,Hotel Ayodhya Regency ,Hotel Ayodhya Regency  Triprayar  Thrissur Dist ,10,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Kerala,Thrissur,3 Star,Without Alcohol,Hotel Clay House,Muringoor P O  Chalakudy,25,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Kerala,Thrissur,3 Star,Without Alcohol,Hotel Dreamland,Triprayar  Nattika P O ,19,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Kerala,Thrissur,3 Star,Without Alcohol,HOTEL HILL TOP,134  HOTEL HILL TOP  P O VELUTHUR  KUNNATHANGADI  THRISSUR,11,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Kerala,Thrissur,3 Star,Without Alcohol,Hotel Kottaram Residency,Opp Apollo Tyres  Perambra Thrissur,17,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Kerala,Thrissur,3 Star,Without Alcohol,HOTEL MOON AND SHOPPING COMPLEX ,PAVARATTY P O  THRISSUR   Thrissur,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Kerala,Thrissur,3 Star,Without Alcohol,HOTEL NEW CASTLE,OTTUPARA  WADAKKANCHERRY P O  THRISSUR DISTRICT Thrissur,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Kerala,Thrissur,3 Star,Without Alcohol,HOTEL OAK TREE ,A UNIT OF MOSA   SONS TOWER INN PRIVATE LIMITED  THIRUVILWAMALA P O  THRISSUR DISTRICT,14,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Kerala,Thrissur,3 Star,Without Alcohol,Hotel Park Residency,Koorkkanchery P O  Thrissur,12,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Kerala,Thrissur,3 Star,Without Alcohol,HOTEL PENINSULA,Trichur Tourist Complex Pvt Ltd  M G Road  Thrissur Kerala ,12,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Kerala,Thrissur,3 Star,Without Alcohol,Hotel Salkara,Chavakkad Chettuva road Thrissur,10,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Kerala,Thrissur,3 Star,Without Alcohol,HOTEL SEVEN SEAS,RAMAKRISHNA IYYER ROAD IRINJALAKUDA THRISSUR DISTRICT,11,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Kerala,Thrissur,3 Star,Without Alcohol,Hotel Simla,P O Kanjany   Thrisssur Dist,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Kerala,Thrissur,3 Star,Without Alcohol,HOTEL SREE GOKULAM RESIDENCY  A UNIT OF SREE GOKULAM HOTELS INDIA PVT LTD ,AMBALLUR P O  PUDUKKAD THRICHUR,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Kerala,Thrissur,3 Star,Without Alcohol,HOTEL WAYLORD,A Unit of Hotel Waylord Private Limited  Thiroor P O  Thrissur District  Kerala State  Pin  680581 ,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Kerala,Thrissur,3 Star,Without Alcohol,Hotel Zodiac,Koratty  Thrissur Dist ,10,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Kerala,Thrissur,3 Star,Without Alcohol,Keli Residency   A Unit of Keli Hotels Private Limited ,Gramala P O  Mulagunnathukavu  Athani  Thrissur District Thrissur,19,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Kerala,Thrissur,3 Star,Without Alcohol,Kovilakam Inn  A unit of Kovilakam Inn India Private Limited ,KAIPARAMBU P O  Thrissur,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Kerala,Thrissur,3 Star,Without Alcohol,LUMBINI SUPREME,TC 30 383 2  R S ROAD  OLLUR P O   THRISSUR,10,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Kerala,Thrissur,3 Star,Without Alcohol,M R TOURIST HOME,VELLANGALLUR  P O  THRISSUR,10,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Kerala,Thrissur,3 Star,Without Alcohol,MAY FAIR HOTELS,PUDUKAD  THRISSUR DIST ,10,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Kerala,Thrissur,3 Star,Without Alcohol,Mayura Inn,Mannuthy Bypass Jn Mannuthy PO Thrissur Kerala 680651,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Kerala,Thrissur,3 Star,Without Alcohol,Peringottukara Palace,Kizhakkumury P O  Peringottukara  Thrissur,14,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Kerala,Thrissur,3 Star,Without Alcohol,Polakulath Tourist Home Kodugallor,North Nada  Kodugallor  Thrissur,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Kerala,Thrissur,3 Star,Without Alcohol,POORAM RESIDENCY HOTEL INDIA PRIVATE LIMITED,P O KODANNUR  THRISSUR DISTRICT,13,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Kerala,Thrissur,3 Star,Without Alcohol,Rose Residency,Madayikonam p o  Mapranam  Trissur,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Kerala,Thrissur,3 Star,Without Alcohol,Solar Hotels  A unit of Solar Hotels Pvt Ltd  ,Pavaratty P O Thrissur Thrissur,10,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Kerala,Thrissur,3 Star,Without Alcohol,THE NADUMURI INN,ANNAMANDA  P O THRISSUR DIST KERALA STATE,11,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Kerala,Thrissur,3 Star,Without Alcohol,VICTORY INTERNATIONAL,BYJU ROAD KUNNANKULAM Thrissur,10,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Kerala,Tirur,3 Star,Without Alcohol,HOTEL DEEPA RESTAURANT,DEEPA HOTEL AND RESTAURANT  TOWN HALL ROAD   TIRUR  MALAPPURAM Tirur Tirur Tirur,12,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Kerala,Tirur,3 Star,Without Alcohol,Hotel Salkara,Manjadi Tirur Road  Kuttippuram PO  Pin 679571  Tirur Taluk  Malappuram Dist   Kerala ,11,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Kerala,Valancherry,3 Star,Without Alcohol,SWAGATH INN,PATTAMBI ROAD  VALANCHERY ,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Kerala,Varkala,3 Star,Without Alcohol,Hindustan Beach Retreat,Papanasam Beach  Janardhanapuram PO ,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Kerala,Varkala,3 Star,Without Alcohol,hotel varkala park international,Station Road Varkala   Thiruvananthapuram 695141,16,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Kerala,Wayanad,3 Star,Without Alcohol,HOTEL SAUGANDHIKA WEST GATE,Kolagapara P O  Meenangadi   Wayanad District,12,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Kerala,Wayanad,3 Star,Without Alcohol,Hotel Manasasaras,Thalassery Road  Mananthavady  Wayand   670 645,13,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Kerala,Wayanad,3 Star,Without Alcohol,HOTEL MAYO,MENNANGADI WAYANAD DISTRICT,12,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Kerala,Wayanad,3 Star,Without Alcohol,HOTEL VANARANI,MEENANGADI  WAYANAD,10,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Kerala,Wayanad,3 Star,Without Alcohol,STERLING HOLIDAY RESORTS LTD,STERLING HOLIDAY RESORTS LTD  VALLU VADI POST  VALLUVADI VILLAGE  SULTHAN BATHERRY  WAYANAD DISTRICT ,61,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Madhya Pradesh,Avarghani,3 Star,Without Alcohol,PENCH JUNGLE CAMP,PENCH NATIONAL PARK  VILLAGE AVARGHANI  TEH  KURAI ,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Madhya Pradesh,Bhopal,3 Star,Without Alcohol,HOTEL AMER PALACE,209 ZONE 1  MP NAGAR,55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Madhya Pradesh,Bhopal,3 Star,Without Alcohol,Hotel Amer Palace,209  Zone 1  MP Naagr  Bhopal,55,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Madhya Pradesh,Tikamgarh,3 Star,Without Alcohol,Silver Estate Resort,6 Mile Stone  Jhansi Road  Phadikhurd  Tikamgarh,50,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Maharashtra,Ahmednagar,3 Star,Without Alcohol,Hotel Yash Grand ,Near Kinetic Chowk  Nagar Pune Road  Ahmednagar  ,27,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Maharashtra,Amravati,3 Star,Without Alcohol,THE GRAND MEHFIL,NAZUL PLOT NO  11 2  SHEET NO  31 BEHIND DAYA SAGAR HOSPITAL  GIRLS HIGH SCHOOL SQUARE CAMP ROAD ,79,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Maharashtra,Andheri  East ,3 Star,Without Alcohol,Hotel Om Tunga Vihar,Plot No  B 11  MIDC Central Road  Andheri  East  ,20,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Maharashtra,Andheri  East ,3 Star,Without Alcohol,The Regale by Tunga A unit of Hotel Tunga Regale  India  Pvt  Ltd  ,PLOT NO  31  PHASE II  MIDC  CENTRAL ROAD  ANDHERI EAST  MUMBAI 400 093 Andheri  East ,49,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Maharashtra,Aurangabad,3 Star,Without Alcohol,LEMON TREE HOTEL AURANGABAD,R 7 2  AIRPORT ROAD  CHIKALTHANA  AURANGABAD,102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Maharashtra,Lonavala,3 Star,Without Alcohol,The Fern  A Unit of Agarwal Hospitality Pvt  Ltd  ,S  No  84   1 to 4 off Mumbai pune expressway near Lonavala expressway exit Valavan Maval Lonavala Pune,80,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Maharashtra,Mulshi,3 Star,Without Alcohol,Atmantan Resort Wellness Health Centre ,Village Palse  Mulshi  Pune ,108,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Maharashtra,Mumbai,3 Star,Without Alcohol,Citizen Hotel  A UNIT OF CITIZEN HOTELS PVT  LTD  ,960  JUHU TARA ROAD  JUHU BEACH Mumbai,43,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Maharashtra,Mumbai,3 Star,Without Alcohol,HOTEL SUNCITY RESIDENCY,16TH ROAD MIDC MAROL ANDHERI EAST MUMBAI 400093,35,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Maharashtra,MUMBAI,3 Star,Without Alcohol,Hotel Tunga Paradise,Plot No  16  MIDC Central Road  Andheri  East   Mumbai  Maharashtra  City   Mumbai MUMBAI MUMBAI,40,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Maharashtra,Mumbai,3 Star,Without Alcohol,KEYS HOTEL NESTOR ,382 SWAROOP ENCLAVE  MAKHWANA ROAD   OFF MILITARY ROAD   OPP ECO PARK BUILD   MAROL  ANDHERI EAST   MUMBAI  400059  Mumbai,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Maharashtra,Mumbai,3 Star,Without Alcohol,Kohinoor Elite  A Unit of Kohinoor Elite Hotels Pvt Ltd  ,Kohinoor City  Kirol Road  Near American School of Bombay  Off LBS Marg  Kurla  West   Mumbai,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Maharashtra,Mumbai,3 Star,Without Alcohol,Peninsula Redpine Hotel  A Unit of The Competent Hotel Private Limited,CTS 1355  Andheri Kurla Road  Marol  Mumbai Mumbai,29,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Maharashtra,Mumbai,3 Star,Without Alcohol,Sea Palace Hotel,P J Ramchandani Marg  Apollo Bunder  Colaba  Mumbai 400001,47,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Maharashtra,Mumbai,3 Star,Without Alcohol,Soho House Mumbai,Plot no  16  Juhu Tara Road  Santa Cruz  W   Mumbai Mumbai Mumbai,36,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Maharashtra,Mumbai,3 Star,Without Alcohol,THE MIRADOR,131 B  NEW LINK ROAD  CHAKALA  ANDHERI  EAST   MUMBAI   400099,106,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Maharashtra,Nagpur,3 Star,Without Alcohol,Hotel Naivedhyam North Star,28 A  Jagdamba Niwas  Near Koradi  Nagpur   441111,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Maharashtra,Nagpur,3 Star,Without Alcohol,Tadoba Vanya Villas Resort and Spa  a unit of Royale Blue Resorts India Private Limited ,Khasra No 41 144 152 154 155   402 AT MOUZA CHETI  TEHSIL CHIMUR  DIST  CHANDRAPUR  NEAR TADOBA ANDHERI TIGER RESERVE  MAHARASHTRA Nagpur,36,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Maharashtra,Nashik,3 Star,Without Alcohol,Hotel Grand Rio  A Unit of CMP Hospitality  ,S  NO  881 2 PLOT NO  3  RAJIV NAGAR  CHADDA CHOWK  OFF MUMBAI AGRA ROAD Nashik,45,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Maharashtra,Navi Mumbai,3 Star,Without Alcohol,HOTEL HIGHWAY VIEW,PLOT NO 3  SECTOR 24  OPP  SANPADA RAILWAY STATION  MUMBAI PUNE HIGHWAY  NAVI MUMBAI,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Maharashtra,Navi Mumbai,3 Star,Without Alcohol,Hotel Supreme Heritage,Plot No  L 2  Sector  19  Vashi   Navi Mumbai  400703,61,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Maharashtra,Palghar,3 Star,Without Alcohol,ANCHAVIYO RESORTS,BHARAT AGRI FERT AND REALITY LTD SURVEY NO 155 7 8 9 10 VILLAGE KHARIVALI TALUKA WADA DIST MAHARASHTRA,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Maharashtra,Pune,3 Star,Without Alcohol,Ginger Pune Wakad,Ginger Hotel Kala Khdak Near Indira College Wakad naka Wakad,127,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Maharashtra,Pune,3 Star,Without Alcohol,IBIS HOTEL   PUNE  UNIT OF INTERGLOBE HOTELS PRIVATE LIMITED ,Survey No  32  Viman Nagar  Nagar Road  Pune  Maharashtra   411014  India,160,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Maharashtra,Thane,3 Star,Without Alcohol,GCC HOTEL AND CLUB,GCC HOTELS PVT  LTD   92 1  OFF  MIRA BHAYANDER ROAD  MIRA ROAD EAST  THANE ,106,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Maharashtra,Thane,3 Star,Without Alcohol,GCC Hotels Private Limited,GCC Hotel and club  S no  921  off Mira Bhayander road  near vijay sales  Mira Road East  Thane   401107,48,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Maharashtra,Thane,3 Star,Without Alcohol,Krishna Palace,35 36 MIDC Additional Ambernath East Thane,58,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Manipur,Imphal ,3 Star,Without Alcohol,Elora Hotel  a unit of Chingao Hotel and Resorts Pvt  Ltd ,Ward No  9  Indo Myanmar Road  Moreh  Chandel District,28,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Meghalaya,Shillong ,3 Star,Without Alcohol,HOTEL POINISUK,LAITUMKHRAH MAIN ROAD  UPLAND ROAD  NONGKYNRIH,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Odisha,Angul,3 Star,Without Alcohol,ASHIANA HILL VIEW,ADARSH VIHAR   PANCHA MAHALA   NEAR RTO OFFICE   ANGUL,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Odisha,Jajpur Road,3 Star,Without Alcohol,Ginger Hotel Kalinganagar,Ginger Hotel  Opp Tata Steel Gate no 3  Khurunti  Kalinganagar  Odisha  755026,93,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Odisha,Jharsuguda,3 Star,Without Alcohol,THR ORCHARD  Garden Palace Hotels Resorts Pvt Ltd,Bypass Road  Ekatali  Jharsuguda,50,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Odisha,Puri,3 Star,Without Alcohol,MAYFAIR Waves  Puri,Chakratirtha Road  Puri  752002  Puri District  Odisha,34,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Odisha,Talcher,3 Star,Without Alcohol,Hotel Surya Garden,Netaji Subas Bose Marg  Main Road  Talcher  Dist  Angul  Odisha  PIN  759107,38,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Punjab,Jalandhar,3 Star,Without Alcohol,COUNTRY INN SUITES BY RADISSON A UNIT OF HAYRE REGENCY HOTELS PRIVATE LIMITED,NEAR BSF CHOWK G T ROAD ,45,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Punjab,Jalandhar,3 Star,Without Alcohol,Hotel Imperia Suites,Vasant Vihar Road  Shanker Garden  Near Income Tax Colony  Jalandhar,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Rajasthan,Jaipur,3 Star,Without Alcohol,Hotel Le Grande ,Jaipur Road Chomu ,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Rajasthan,Jaipur,3 Star,Without Alcohol,Mansingh Towers,Hotel Mansingh Towers  Sansar Chandra Road,53,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Rajasthan,Jaipur,3 Star,Without Alcohol,RCL JAIPUR,Ginger Hotel  Hawa Sadak  Civils Lines  Jaipur,103,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Tamil Nadu,Chennai ,3 Star,Without Alcohol,BEVERLY,NO 17 RAJARATHINAM ROAD KILPAUK CHENNAI,52,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Tamil Nadu,Thanjavur,3 Star,Without Alcohol,SANGAM HOTELS,TRICHY ROAD  THANJAVUR,57,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Telangana,Hyderabad,3 Star,Without Alcohol,BESTWESTERN ASHOKA,6 1 70  LAKDI KA PUL,88,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Telangana,HYDERABAD,3 Star,Without Alcohol,Minerva Grand   Kompally,Survey No 105  Beside Cine Planet  Kompally ,42,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Telangana,Hyderabad,3 Star,Without Alcohol,OHRIS BANJARA  A UNIT OF HOTEL KAMAL PVT LTD  ,D NO 8 2 682   3 ROAD NO 12  BANJARA HILLS  HYDERABAD 500034 Hyderabad,24,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Telangana,Hyderabad,3 Star,Without Alcohol,Tara,Hotel Tara  Ramojii Film City  Anajpur  RR District   501512,126,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
